"Date","Capital","Return(%)"
"Dec 2013",554426.7014897547,1.6008905266276408
"Jan 2014",531593.3213434514,-4.118376709662364
"Feb 2014",547035.6901702264,2.904921526807147
"Mar 2014",559091.382354127,2.2038218713205326
"Apr 2014",565248.9508796369,1.1013527877290263
"May 2014",569657.1082648208,0.7798612236827429
"Jun 2014",575791.7889715895,1.0769076024444102
"Jul 2014",572314.8868900153,-0.6038471107384535
"Aug 2014",594045.3240693787,3.7969372590406447
"Sep 2014",590296.712820199,-0.6310311852133932
"Oct 2014",596137.6262210046,0.9894877057505802
"Nov 2014",612345.2868642223,2.718778337472183
"Dec 2014",602518.027650513,-1.6048558590258777
"Jan 2015",576539.3008203721,-4.311692868584127
"Feb 2015",608740.0098885649,5.585171561136204
"Mar 2015",594474.2368040035,-2.3434919428366285
"Apr 2015",604297.1845152343,1.652375679733531
"May 2015",606323.3205743058,0.3352880190393259
"Jun 2015",591897.5622518504,-2.37921878195142
"Jul 2015",608391.8950043123,2.7866870560692814
"Aug 2015",568366.3434238746,-6.578909401834476
"Sep 2015",559619.8148273303,-1.5388892565057044
"Oct 2015",609347.2629873148,8.88593413643295
"Nov 2015",613933.2726344329,0.7526101987617384
"Dec 2015",602754.8020336423,-1.8207956954056193
"Jan 2016",594627.3704052756,-1.3483810665540052
"Feb 2016",579121.50458805,-2.6076609636481174
"Mar 2016",616806.8015269741,6.507321285838108
"Apr 2016",611764.0656281987,-0.8175551706452455
"May 2016",627953.0044859131,2.646271621248397
"Jun 2016",624204.5417217563,-0.5969336458905072
"Jul 2016",648353.365393122,3.8687356559046204
"Aug 2016",652705.9042948638,0.6713220188350189
"Sep 2016",655273.9353051096,0.3934438149475694
"Oct 2016",652131.4465612734,-0.4795687077608246
"Nov 2016",660907.8612173542,1.345804546362439
"Dec 2016",680340.420111883,2.9402826074326205
"Jan 2017",685539.1427411004,0.7641354938697553
"Feb 2017",713633.2608298388,4.098105613109881
"Mar 2017",718778.9110826083,0.7210496672738875
"Apr 2017",727755.6394202914,1.2488858812180093
"May 2017",741518.3785460314,1.891120917551814
"Jun 2017",736458.8740697635,-0.6823168005880786
"Jul 2017",759817.2019579294,3.171708388695871
"Aug 2017",769151.9874303886,1.2285567434384026
"Sep 2017",777575.9684890646,1.0952297070464745
"Oct 2017",821662.0236982756,5.669678204545869
"Nov 2017",840586.5663628909,2.3032027912689212
"Dec 2017",853220.6397224327,1.503006812755503
"Jan 2018",903817.0574957631,5.930050847081048
